"cust.id","age","credit.score","email","distance.to.store","online.visits","online.trans","online.spend","store.trans","store.spend","sat.service","sat.selection"
"50",35.6412991454656,719.367450456559,"yes",6.52756236970201,1,0,0,0,0,NA,NA
"51",32.4988249856545,757.437546394317,"yes",25.1708642339307,0,0,0,0,0,4,3
"52",38.4914644093377,698.335114040451,"yes",3.06756515334116,24,6,120.380993806249,3,115.513897719153,NA,NA
"53",37.9136336981097,677.626588811862,"yes",4.57326945830386,33,11,216.815719112601,2,127.033200755348,NA,NA
"54",32.8442448858717,769.584724312038,"yes",4.63016306915088,24,12,177.146536577069,3,160.127932087115,2,2
"55",33.1338606841941,667.197898001128,"no",29.9772294579525,19,4,98.268259489747,1,18.4248481724576,3,3
"56",34.0224065532782,673.230594356513,"yes",37.4487491049136,0,0,0,1,24.5659472262903,4,2
"57",31.0184659415018,744.390190502778,"yes",4.94279125103647,85,24,596.181180684685,2,60.4555710590773,3,2
"58",45.6304409178775,688.885476064405,"no",4.76952378123348,0,0,0,5,261.366746975957,1,1
"59",44.5456911821796,764.193075094665,"yes",12.0693568554496,7,1,20.047330668022,1,59.1489194650114,2,1
"60",33.4374860071354,732.6263376536,"yes",12.0981403300336,0,0,0,1,60.9679642977589,3,1
"61",33.7952950599658,671.698109598109,"yes",15.2359239780727,67,27,634.990085501589,0,0,2,1
"62",39.9485319690689,820.708022870942,"no",28.1388289603572,0,0,0,1,39.4321892247579,3,2
"63",34.1242466482413,674.858220037343,"no",2.01520680329908,0,0,0,1,25.9503734706478,3,2
"64",41.1198798886185,763.79392058614,"yes",5.84125156286554,1,0,0,1,57.2076302295812,1,1
"65",40.8290340978051,732.606873728275,"yes",20.0047245697385,34,12,241.486574425743,2,82.9809788254214,2,3
"66",39.4286453343043,772.811170455924,"yes",7.12647883446918,14,3,67.7189247077943,2,69.0417318405196,4,2
"67",23.8838385264012,754.803483678082,"yes",19.2150292894331,21,7,160.721818792276,0,0,3,1
"68",40.6124694621407,843.033816881341,"yes",1.40269241410119,11,1,18.2060384885128,3,102.774458239757,NA,NA
"69",38.1040155286977,669.449280489557,"yes",8.65898218292913,0,0,0,0,0,5,4
"70",36.0086901096574,722.087577482863,"yes",1.43151261779118,0,0,0,3,249.193208116975,NA,NA
"71",40.2840762642096,753.112589882291,"yes",27.9311073704184,2,1,22.0002446826357,1,44.0058295992786,NA,NA
"72",37.7569601007139,700.273853744527,"yes",12.9304996371745,4,0,0,0,0,3,2
"73",35.1931155557409,809.784469559709,"no",2.08018236239147,0,0,0,3,59.4378963593245,2,2
"74",26.2666664381702,776.968418093441,"yes",3.04375191327786,1,0,0,1,86.4704347226073,NA,NA
"75",40.5881709177173,754.119679832117,"no",10.282317909328,12,4,84.3787074527053,0,0,NA,NA
"76",35.2161376440502,679.641220107475,"no",1.80602673177538,5,1,19.6051248127562,7,312.850646848682,3,2
"77",34.8951973147109,677.458943283449,"yes",55.1137535315269,1,1,20.074980528024,0,0,NA,NA
"78",28.4316285563666,773.216425857857,"yes",0.428935839363776,3,1,20.4652756891968,3,59.2174697397024,NA,NA
"79",33.0617174926819,707.99524983668,"yes",11.7637991851546,0,0,0,0,0,5,3
"80",26.0119021228826,686.842180231629,"yes",22.2424130690017,2,1,20.912077854209,3,62.6692435394182,4,2
"81",38.9311073749633,701.102693541241,"yes",5.01790438648808,0,0,0,2,75.8261226870966,NA,NA
"82",41.6046418506953,706.72122558391,"yes",5.0701724758008,0,0,0,2,61.0658332320493,3,2
"83",37.400006468893,776.49623377868,"yes",9.9992875114956,0,0,0,0,0,NA,NA
"84",44.4216774041536,829.676445378593,"no",6.24690252118756,0,0,0,1,22.185466013897,2,2
"85",34.7862712010981,741.104168702534,"yes",5.35876326312589,45,8,160.83357569455,4,335.061254538364,NA,NA
"86",30.7532005214818,741.965456870863,"yes",1.84287020623255,4,0,0,1,19.8753611277568,3,2
"87",33.8711597447442,764.421857601494,"yes",12.0065963507378,2,1,19.2534163791809,0,0,4,4
"88",24.7473283102035,637.530058683995,"yes",14.7678446314292,2,0,0,0,0,3,3
"89",36.0094836608584,774.893669437675,"yes",22.003517969262,0,0,0,0,0,2,2
"90",34.9881960994038,742.542101215681,"no",7.60380919388799,40,11,206.527337408128,4,141.984264649132,2,1
"91",34.5581747512054,802.438261213362,"no",2.34720844468535,6,0,0,0,0,2,2
"92",33.2633898584159,741.656778745558,"yes",13.2344090629758,0,0,0,2,73.6281705455314,3,3
"93",42.2795649357131,640.36693509821,"yes",11.7868032527877,7,0,0,0,0,3,2
"94",39.4913252932377,680.00493998321,"no",2.10074411649,12,3,73.2652795408318,3,77.4482528446097,2,3
"95",37.4579413595029,723.800245537019,"no",52.824088969878,5,3,67.3371656974252,0,0,3,2
"96",38.6375164493822,716.19185077745,"yes",12.2748999539139,144,34,707.931420626338,1,20.7457123743021,4,3
"97",32.4479932981984,672.934541133356,"no",218.909897419339,1,0,0,0,0,3,3
"98",41.3657187443714,711.597120893116,"yes",0.636410363740404,143,48,875.650011615549,4,221.042448109677,NA,NA
"99",33.2100359092215,741.67251473328,"yes",105.79208404172,5,1,18.9798103073402,1,31.4807197411944,4,3
"100",36.2896544811783,759.025654078601,"yes",3.02369501537244,186,45,1013.60433592744,0,0,NA,NA
"101",38.3778713063091,709.465870657559,"no",9.27899385592687,52,13,273.533872315731,0,0,2,2
"102",30.6327592325637,718.59179045282,"yes",53.186879455701,2,0,0,0,0,NA,NA
"103",37.6956239494126,721.720142436131,"yes",10.356763957711,0,0,0,1,41.6273896922237,3,4
"104",46.6678312706834,818.156609864884,"yes",216.617515436586,30,5,113.298875626994,0,0,4,3
"105",33.1916097352742,729.498734368856,"yes",11.5861054247166,4,1,17.806414224973,1,31.9707527568843,3,2
"106",38.6587737293376,814.712512988184,"yes",1.13111337475848,112,37,906.194478235821,1,44.5770343698686,3,1
"107",35.5865904295407,750.002978767645,"yes",9.89909792819485,1,0,0,1,39.727470525361,5,4
"108",27.930585608134,732.008264269459,"yes",16.1867965081734,0,0,0,1,42.804849539817,4,2
"109",25.1427592676407,626.834225697191,"yes",5.3241129538768,5,2,47.4373213994687,2,50.1819393564888,4,2
"110",45.8284465377814,732.150887048069,"yes",7.21493750745098,42,12,278.507738150829,0,0,3,2
"111",36.3709424441183,680.049188587713,"yes",117.947279733005,18,6,112.456549305154,0,0,NA,NA
"112",34.8444416553472,763.384410338362,"yes",10.3515463002767,0,0,0,0,0,5,5
"113",31.794238853783,758.587855086686,"no",5.37157514475031,1,0,0,2,50.8472348476568,4,2
"114",34.6943587292895,770.172687738815,"yes",52.7680890031747,323,88,1764.2640969086,0,0,NA,NA
"115",29.1756467844041,708.099601492005,"yes",14.5445225916976,30,8,170.882471006952,1,26.8395400528033,3,3
"116",36.5301166334479,697.814354551201,"no",37.9036399555101,3,0,0,0,0,NA,NA
"117",36.8949728746748,727.9685716068,"yes",28.367216799358,0,0,0,0,0,2,1
"118",31.7183457144638,685.315669607228,"yes",26.3200237994342,7,2,42.5011450010794,0,0,3,2
"119",27.3920939626694,610.888215953547,"yes",16.4875383426833,0,0,0,2,138.161775255608,2,2
"120",30.474541811027,682.268627775721,"yes",3.14523666764502,34,10,200.200971399523,1,23.3375470107626,NA,NA
"121",39.2213199417117,702.264697346443,"yes",128.988192335841,0,0,0,0,0,4,3
"122",35.1417689150127,611.071035131286,"yes",3.90700926803263,15,5,97.7570890828721,5,256.009375433623,NA,NA
"123",29.8117934008577,740.929567977314,"yes",3.1261274488886,64,22,425.312953431144,0,0,3,2
"124",26.8390240743335,654.819997432739,"yes",2.37695548387145,46,10,185.499834515985,1,26.6084866135617,3,3
"125",39.5935664267798,745.04568508236,"yes",4.15720078043525,2,0,0,3,113.614780517927,NA,NA
"126",41.157133955989,713.271143966781,"yes",3.27952615974736,19,5,109.626962185651,2,80.9185180752488,3,2
"127",43.811718980012,705.299943637377,"yes",4.18582962886524,71,22,410.312511054101,2,74.7919594731666,NA,NA
"128",29.3124544083546,725.789747988894,"yes",1.49240019904206,10,1,21.6546580507014,0,0,4,4
"129",28.9768953494939,657.472222399649,"no",31.1565689687096,4,0,0,1,45.1873944115872,NA,NA
"130",37.3833560072981,702.560589454105,"yes",1.04902306207396,77,21,486.19458499655,9,472.197106637694,4,4
"131",37.4121600993806,692.38684814395,"yes",3.94433125037317,106,26,473.920652966323,1,43.9047225819311,3,3
"132",30.7424171184739,805.491207908958,"yes",8.69694674651261,79,31,522.021362961706,0,0,3,3
"133",28.3679490702956,721.743751552297,"yes",29.549079107717,2,1,18.7483631981732,1,37.8925078155913,NA,NA
"134",32.9555130456818,770.575540770475,"yes",13.1098737830286,218,63,1308.63649224766,1,27.4009089425637,4,2
"135",37.7333460951006,704.971892629093,"yes",12.2018345015498,5,2,37.4372890147541,1,17.5548398307281,2,2
"136",32.5623456552113,717.364160449148,"yes",0.834154301635933,0,0,0,2,75.4775287487163,3,2
"137",31.3266889825059,718.704308952827,"yes",2.61967165443725,19,6,132.969733683894,0,0,3,3
"138",33.6923887581457,624.840946440835,"yes",22.7534066086146,3,0,0,1,32.9856458739874,2,1
"139",36.9950662967834,712.382784103144,"no",6.48174682068468,36,8,174.402422402356,2,61.0687093142047,NA,NA
"140",32.4828365939369,757.005980252594,"yes",15.5260641165654,0,0,0,0,0,3,2
"141",35.6747848170582,718.956526443321,"yes",5.43244664528755,99,31,694.831329806966,1,18.9883305240891,3,1
"142",27.1799874161285,722.412985582078,"yes",11.4852553110564,6,4,77.2436779341927,0,0,3,3
"143",41.2853055930138,747.542436112276,"no",3.40331279837825,0,0,0,3,87.4017622735703,4,3
"144",34.7966439817386,728.87912968648,"no",5.46149673542477,0,0,0,0,0,NA,NA
"145",27.8891353235616,689.772326622364,"yes",2.84583736742983,0,0,0,3,100.367634900123,3,3
"146",34.4044517111952,640.710556737925,"yes",4.91311852224787,22,3,70.4064364578808,1,25.4515740994513,4,3
"147",31.9458341722593,735.383084600055,"yes",5.32340119393957,0,0,0,1,29.8235390950811,NA,NA
"148",40.9998555014154,740.468976503807,"yes",12.4687336430758,0,0,0,2,52.7169971262817,NA,NA
"149",19.8346642090963,653.852683826938,"yes",1.65370826128659,0,0,0,0,0,2,2
"150",34.0485427599939,785.909823532666,"yes",3.14732645429159,26,13,286.723150909599,2,43.9697336712778,2,1
"151",36.4433960741451,672.924536114952,"yes",1.96751659446984,12,3,56.40850708709,1,40.7302035943558,NA,NA
"152",27.341173021479,740.285064616836,"no",43.6260780608411,0,0,0,0,0,NA,NA
"153",48.2601107923334,804.106624111188,"yes",5.14652232839864,118,40,898.423439527486,3,86.2852473019322,NA,NA
"154",32.7098751560662,699.55387433647,"yes",3.61830905006447,5,3,57.0585709238433,3,77.9654083527691,4,4
"155",27.9762973061278,676.001780900459,"yes",4.68859578819047,0,0,0,0,0,NA,NA
"156",39.0392509744801,720.848196110375,"yes",3.6854215864784,0,0,0,2,72.3069868426882,2,1
"157",29.4800407178705,675.257550739221,"yes",32.982486905847,0,0,0,0,0,3,3
"158",35.2464048537984,706.197094658613,"yes",3.92900842240931,0,0,0,0,0,3,2
"159",30.0571914528029,718.342219397304,"yes",49.4037493802498,102,28,450.178909717947,1,30.9671711894211,2,3
"160",32.562549300079,724.907447820897,"no",2.08017985167423,20,4,90.9307088874636,0,0,NA,NA
"161",33.2159792631829,756.281440734154,"yes",1.17330217774695,6,1,18.6766181756339,0,0,NA,NA
"162",38.5986411941116,792.384485348052,"yes",5.23389988842307,9,6,112.981427863027,1,24.6748446793635,2,2
"163",21.1983970854752,749.691830838612,"yes",16.5446382387694,0,0,0,3,123.469872067082,NA,NA
"164",42.6436069852709,790.754507265947,"no",3.45455114952358,5,1,21.2888875327541,3,66.5810428700998,2,1
"165",33.1831663293801,663.05661474318,"yes",4.29107898894271,0,0,0,1,27.2170045273803,2,2
"166",42.9555843414847,770.273582127197,"yes",2.81326443046203,13,5,106.847196441588,3,113.641982571241,3,2
"167",38.5024981934919,813.821444024231,"no",10.7546321870578,18,5,85.5484823076336,1,30.2850223744484,4,3
"168",32.02335491736,801.387582072309,"yes",4.80372531805834,0,0,0,3,111.846592999702,3,2
"169",36.1935339400701,698.441875547149,"no",0.4996041954043,0,0,0,5,143.524515128896,3,4
"170",36.9801806422852,697.390656716344,"yes",14.0639762809886,0,0,0,0,0,1,2
"171",29.9427579474887,614.367190522996,"no",6.50668422157312,0,0,0,1,44.9171199577014,4,3
"172",37.8259646476803,725.068285117051,"yes",27.9837939704141,26,9,180.594164089464,4,111.240210526567,3,3
"173",26.3006169624564,730.724034314512,"no",4.67088765899775,6,1,20.4215233866107,1,32.2863920958877,NA,NA
"174",33.7867225373395,733.454030240269,"yes",25.7769936385105,236,89,1953.15606633591,1,24.0787618887194,2,2
"175",32.3753009919383,736.614304072612,"yes",2.46824808501195,0,0,0,2,30.6533694307176,NA,NA
"176",28.6084448890435,731.757669000194,"yes",1.12207485898596,9,3,64.3213321853636,1,38.0631064738712,3,3
"177",27.0328162745647,643.860133622146,"yes",24.8776737306973,1,1,20.3424414802931,1,30.7283628127928,3,3
"178",38.1203624327766,767.295041606163,"yes",42.8719656209198,0,0,0,0,0,5,4
"179",36.2974541708582,742.306584718903,"no",4.03770243600886,59,22,390.371178339054,1,25.778848154658,NA,NA
"180",25.4282145057341,664.402982295852,"yes",12.6164723468208,89,24,454.183132250991,0,0,2,1
"181",34.2041989924183,735.589003637685,"yes",11.6874374715335,17,3,58.4575000971735,1,20.729043885724,NA,NA
"182",37.1266021045169,755.029642827561,"yes",12.32259388799,28,5,119.10924393485,1,42.3748340958407,NA,NA
"183",26.1057019818719,778.319553038203,"no",1.38307642443409,88,25,501.651030313728,3,43.8650799485823,4,3
"184",34.8125718383982,665.292709334903,"no",28.5998942864881,0,0,0,0,0,2,1
"185",34.3629709503901,763.340865781386,"yes",6.75741568786613,5,2,39.9284734981371,0,0,3,4
"186",31.2296322855385,776.291586066337,"no",7.73252344461677,13,3,54.6478313312138,1,34.7654855265576,NA,NA
"187",36.1004012328792,722.708381638784,"yes",8.48912345687903,62,14,244.11534912564,1,22.4587923722442,5,3
"188",30.9388053325737,696.693502519114,"no",32.5447919082482,13,3,64.2953780379304,3,92.7756104937565,4,3
"189",37.6636696103249,710.444679251454,"no",30.5914577278059,21,5,110.578196416514,2,89.6733022119348,NA,NA
"190",37.2948108111238,662.811430553507,"yes",7.94495489387601,5,4,75.4925612966135,1,21.8454266559926,3,2
"191",38.3558408902495,755.430705201699,"yes",5.08333987052513,134,33,682.622119751618,2,80.3229549353092,NA,NA
"192",35.6061254903453,681.975231849724,"yes",4.44826016961392,10,2,42.4902335158145,1,20.5817107871752,3,4
"193",28.2998342638346,706.85056036085,"yes",1.1048043053568,0,0,0,2,97.7143541925164,4,4
"194",34.5234730422982,693.353163790102,"yes",86.9868025453566,12,1,19.8463529348062,0,0,2,2
"195",31.2634417642658,726.88189807886,"no",1.72470095129263,1,0,0,2,39.6728658638925,NA,NA
"196",37.7919919496984,731.944890634023,"no",2.21815230528113,5,1,20.0686249454371,4,157.282138480917,2,2
"197",38.8044705387381,735.77524642835,"no",101.492998184307,27,11,221.728908615996,1,38.1827035812707,NA,NA
"198",37.3964665832094,742.551050368869,"yes",52.5680107798138,32,7,171.532830254455,1,33.0147451958071,3,4
"199",29.3066321404157,676.061056043716,"yes",4.76223763060871,0,0,0,3,77.9997947739728,4,3
"200",33.5808329385392,738.460036256922,"yes",1.89255899717916,122,39,772.520248027301,1,33.8402960644493,3,3
"201",40.6874288323296,730.531592419378,"yes",4.3514088059378,0,0,0,0,0,NA,NA
"202",35.6421138324382,720.328597276302,"yes",10.4319040684775,1,1,20.0742388604144,1,38.4564781814022,3,3
"203",28.2753422963901,724.272461165159,"yes",2.93270627185225,0,0,0,3,63.3242273430614,NA,NA
"204",37.4759016217713,740.983469174867,"yes",15.6300092935775,73,24,479.932309830161,0,0,3,3
"205",29.1831834165093,787.332867852545,"yes",38.7620858340149,3,1,18.8505460628337,3,227.923801574799,3,2
"206",41.192714069848,694.375174851785,"yes",33.3344777066001,11,2,36.9916520135492,0,0,3,2
"207",31.8113637775124,736.654383923759,"yes",1.88512154993654,0,0,0,2,158.485684949097,3,2
"208",39.3240840968028,798.127324624228,"yes",4.27976641516983,16,4,65.6046949317323,2,36.5796644685897,2,1
"209",31.7931516082166,699.005035250265,"yes",5.55716143947835,50,14,265.465342862258,0,0,NA,NA
"210",26.864029700992,737.489268504797,"yes",31.0925109082333,3,2,43.0178052270788,2,45.4134241314179,NA,NA
"211",25.6215394715292,656.256165643788,"yes",2.39962158196947,0,0,0,1,56.4957139024655,NA,NA
"212",35.338507988956,718.870097119281,"no",6.09912096954562,10,3,53.6149230220994,0,0,NA,NA
"213",32.9069400107219,645.049085731496,"yes",3.51167481545637,1,0,0,1,71.2025749377839,3,3
"214",35.0747741094371,647.256257707602,"yes",2.93324677049435,28,8,153.265558698446,0,0,NA,NA
"215",41.7116028708353,693.101613176846,"yes",9.50650129797521,17,5,101.322469364583,2,88.2312081421602,3,1
"216",37.2139814773935,783.041209898862,"yes",15.2697675429235,0,0,0,0,0,3,2
"217",36.0775618983826,733.284826499282,"yes",5.90987109193232,5,1,18.5101284947618,1,15.0068118629754,3,2
"218",32.3255808357118,682.960759982567,"yes",9.88793213033966,25,7,153.567164315331,1,15.4605378914733,NA,NA
"219",36.1585697537377,831.619059114827,"yes",9.13072442843082,55,19,371.934854754214,0,0,3,3
"220",42.7299573338137,682.358016151979,"yes",55.8571186134345,0,0,0,0,0,2,3
"221",36.8624582412731,729.10109461116,"no",4.10627099930609,20,5,90.5440965330917,1,44.9326061847566,NA,NA
"222",34.2507797249436,752.384099012937,"yes",24.0102451099395,11,3,60.2793344635331,2,47.1046008933354,3,2
"223",32.3102815653445,704.994448100124,"yes",16.3853887830716,0,0,0,0,0,5,3
"224",31.4038179496639,638.223089451732,"yes",10.4348130971896,18,5,86.0182376725003,1,46.2921042067259,3,2
"225",40.1425083988674,754.099768890881,"yes",2.06896048242443,156,49,790.502918868275,5,134.460031761801,NA,NA
"226",34.3762473534935,759.103824959569,"no",8.86769394552209,2,0,0,0,0,3,3
"227",38.2165947192529,571.572849212875,"yes",3.30023136149968,0,0,0,4,141.425034123839,4,4
"228",35.8658229364995,742.023495982149,"no",9.10085152822981,32,9,188.833766642335,0,0,3,2
"229",37.0624707798374,716.970305287225,"yes",0.393031753106842,0,0,0,5,159.09842562107,NA,NA
"230",36.6995549446688,794.524583535195,"yes",1.22808152729027,5,2,38.5792463504133,3,49.0927212869495,3,1
"231",31.4653613912263,699.051124761911,"no",45.429839662528,36,12,229.457005558223,0,0,NA,NA
"232",38.1577452661711,707.54831194332,"yes",12.6030844598165,18,1,20.545554523602,0,0,NA,NA
"233",36.2510677825946,713.225072439606,"yes",32.8285188884289,0,0,0,1,11.215271986071,5,4
"234",33.5198186704728,746.372455465135,"no",1.72290988546052,53,12,244.784222776965,7,166.8974318291,3,2
"235",26.0830913125124,731.038321111909,"yes",54.451355528109,19,4,95.1752499094698,0,0,NA,NA
"236",39.9824687856813,758.261085897649,"yes",0.783278880998554,3,1,18.7042439652287,1,21.245673518094,NA,NA
"237",32.6504966500749,661.664631126593,"yes",35.7136475693246,2,1,18.9744606252948,0,0,NA,NA
"238",31.6416913949174,816.942816981338,"yes",7.86423935613725,2,1,21.8084304206293,0,0,1,1
"239",37.7526390599533,869.052782408662,"yes",17.5436431624175,81,28,554.939300789925,0,0,4,4
"240",36.4616478188943,690.327538856019,"no",53.3482756679398,22,6,128.11800854681,1,35.9193322261213,2,2
"241",38.034323545473,688.936020733191,"yes",10.4617205677128,1,1,24.5733381332886,0,0,3,3
"242",35.0686780033024,761.078196995087,"no",18.62066069817,9,3,57.9646115270616,1,56.3991792397017,3,1
"243",37.3657481193306,715.091919230483,"no",17.4875060374628,3,0,0,0,0,3,2
"244",38.0065832440218,748.09111941723,"yes",5.66899854290868,1,1,19.9291626069226,0,0,NA,NA
"245",32.4505809851812,652.453104770299,"yes",16.0989621978796,31,11,276.201583801032,2,60.6112737898528,3,3
"246",34.1394624923517,742.667983484474,"yes",8.37907770147912,6,2,40.3578333039667,2,102.112315466805,4,3
"247",40.2725729622291,745.343608610997,"no",5.03141505455436,0,0,0,0,0,NA,NA
"248",37.8613127293231,746.99473399473,"no",0.461897574189266,0,0,0,2,73.2831360291219,3,2
"249",36.1081016847167,736.454346013747,"yes",8.89111001718456,2,1,23.7760748538333,0,0,3,2
"250",36.8161144138108,706.335663893352,"yes",76.6264213111961,2,2,36.4341315777021,1,26.1377309536003,NA,NA
"251",39.283999439792,789.588783590381,"yes",4.88415517395774,2,0,0,1,21.9123296100147,3,2
"252",42.5577686991472,762.812382163686,"yes",1.87978956414373,27,9,185.905438891367,5,155.264850342617,4,2
"253",33.1825747264968,721.136457559315,"no",6.57280861614944,6,2,36.7816911692255,2,41.5650702354902,4,3
"254",41.5350347765441,774.227452853723,"yes",4.46608274259927,0,0,0,0,0,3,3
"255",29.7692542355838,757.198663598962,"yes",1.34923576873297,4,0,0,5,201.511969248406,3,3
"256",33.4300305458971,680.073745264321,"yes",12.9294003647408,2,1,22.0996770788302,0,0,4,3
"257",31.3524216257305,713.742529100294,"no",24.9804576976858,10,5,96.8609137357717,1,71.876576527795,2,3
"258",33.2430888428168,694.572147512366,"yes",4.90800093585752,167,44,748.410062268113,3,135.709865703972,4,3
"259",33.2456102245598,777.396315929144,"no",4.12670394704579,15,3,63.0946451949961,4,125.871456996424,1,1
"260",35.4759494302606,708.555990560727,"yes",6.89584054931071,9,5,103.156184212968,0,0,NA,NA
"261",29.7005456011874,790.007062641518,"yes",15.0780996710966,43,16,301.445431913373,1,37.7985494640554,2,2
"262",35.8758977368112,812.567327707409,"no",6.85928949740448,0,0,0,0,0,NA,NA
"263",28.7392991599852,698.614385365089,"yes",4.2296926882253,62,18,347.917595306663,3,93.1149323592582,3,2
"264",35.1776330101628,653.824211866013,"yes",27.2191576228319,121,36,594.441197618176,0,0,NA,NA
"265",35.5507311898717,721.349074241107,"yes",9.43592526391303,2,0,0,2,76.5789623449111,NA,NA
"266",33.6237717664072,740.11448937346,"yes",36.2919702837606,0,0,0,0,0,NA,NA
"267",31.4913580574026,584.082666896612,"yes",41.9746678461815,78,17,348.477969373815,3,100.693863718313,3,1
"268",38.9327959588408,658.913383001284,"yes",0.861843695143215,98,31,605.568618203656,4,49.5839446228706,2,2
"269",33.5785438110143,781.058299551355,"yes",0.431392310207746,98,24,491.127882999688,0,0,NA,NA
"270",36.468575805994,690.355781834397,"yes",15.4765076735198,2,1,19.6494880884161,0,0,4,2
"271",35.2611194815864,674.572238610476,"yes",3.98540557093366,97,31,572.891822834381,0,0,3,3
