order.date,order.id,order.line,quantity,price,customer.id,product.id
2011-01-24,14,1,1,2340,14,87
2011-01-24,14,2,1,2770,14,76
2011-01-24,14,3,1,4800,14,69
2011-01-25,15,1,1,7990,13,3
2011-01-25,15,2,1,1250,13,35
2011-01-25,15,3,27,3200,13,65
2011-01-25,15,4,1,4260,13,5
2011-01-25,15,5,1,1250,13,19
2011-01-25,15,6,8,4480,13,84
2011-01-25,15,7,1,1350,13,90
2011-01-25,15,8,1,1950,13,16
2011-01-25,15,9,1,12790,13,1
2011-01-25,15,10,1,1950,13,88
2011-01-25,15,11,1,2450,13,44
2011-01-25,15,12,8,9590,13,22
2011-01-25,16,1,64,1840,9,73
2011-01-25,16,2,1,1080,9,91
2011-01-25,16,3,1,585,9,95
2011-01-25,16,4,1,705,9,94
2011-01-25,16,5,1,7990,9,3
2011-01-25,16,6,1,2060,9,72
2011-01-25,16,7,1,3200,9,65
2011-01-25,16,8,8,3840,9,49
2011-01-26,17,1,1,7000,5,38
2011-01-28,18,1,1,815,8,21
2011-01-28,18,2,1,4260,8,64
2011-01-28,19,1,8,11190,2,66
2011-01-28,19,2,1,3200,2,61
2011-01-28,20,1,1,2240,10,9
2011-01-28,20,2,1,2660,10,14
2011-01-28,20,3,1,3200,10,50
2011-01-28,20,4,1,3730,10,85
2011-01-28,20,5,1,1950,10,16
2011-01-28,20,6,1,3730,10,27
2011-01-28,20,7,1,3200,10,79
2011-01-28,20,8,1,1620,10,78
2011-01-28,20,9,1,2130,10,77
2011-02-01,21,1,1,8200,17,51
2011-02-01,21,2,64,7990,17,3
2011-02-01,21,3,1,3200,17,61
2011-02-01,21,4,1,4800,17,26
2011-02-01,21,5,1,3200,17,65
2011-02-01,22,1,8,2130,21,33
2011-02-01,22,2,1,1030,21,36
2011-02-01,22,3,1,3730,21,74
2011-02-01,22,4,1,870,21,37
2011-02-01,22,5,27,2340,21,87
2011-02-01,22,6,1,5860,21,24
2011-02-01,22,7,8,3500,21,43
2011-02-01,22,8,1,3200,21,79
2011-02-01,22,9,1,3200,21,28
2011-02-01,22,10,8,1840,21,10
2011-02-04,23,1,1,6070,8,48
2011-02-04,23,2,1,2340,8,71
2011-02-04,23,3,1,980,8,92
2011-02-04,23,4,1,2660,8,30
2011-02-04,23,5,1,1950,8,42
2011-02-07,24,1,1,3200,22,40
2011-02-07,24,2,343,2660,22,29
2011-02-07,24,3,27,10660,22,2
2011-02-07,24,4,1,870,22,37
2011-02-07,24,5,1,3940,22,6
2011-02-07,24,6,1,1840,22,73
2011-02-07,24,7,8,1950,22,42
2011-02-07,24,8,1,415,22,97
2011-02-07,24,9,1,980,22,92
2011-02-07,24,10,1,1410,22,18
2011-02-07,24,11,1,4260,22,12
2011-02-07,25,1,1,1950,14,16
2011-02-07,25,2,1,3200,14,13
2011-02-07,25,3,1,2340,14,71
2011-02-09,26,1,1,3200,3,13
2011-02-10,27,1,1,2660,10,8
2011-02-10,27,2,1,3200,10,79
2011-02-10,27,3,1,1030,10,20
2011-02-10,27,4,8,980,10,92
2011-02-10,27,5,1,2340,10,71
2011-02-10,27,6,1,2880,10,70
2011-02-10,27,7,27,1620,10,78
2011-02-10,27,8,1,1520,10,89
2011-02-10,27,9,1,2660,10,80
2011-02-10,27,10,1,3200,10,61
2011-02-10,27,11,1,4800,10,69
2011-02-10,27,12,8,3200,10,40
2011-02-10,28,1,1,7990,2,47
2011-02-10,28,2,1,3200,2,79
2011-02-10,28,3,1,3200,2,61
2011-02-10,28,4,1,415,2,97
2011-02-10,28,5,8,11190,2,66
2011-02-10,28,6,1,4260,2,5
2011-02-10,28,7,1,6390,2,58
2011-02-10,28,8,1,1520,2,89
2011-02-10,28,9,1,3200,2,7
2011-02-10,28,10,1,2060,2,72
2011-02-10,28,11,1,3940,2,6
2011-02-10,28,12,1,5330,2,25
2011-02-10,28,13,1,2130,2,75
2011-02-10,28,14,1,7000,2,38
2011-02-10,28,15,1,6390,2,62
2011-02-10,28,16,1,4260,2,60
2011-02-10,28,17,1,5970,2,52
2011-02-10,28,18,8,4260,2,12
2011-02-10,28,19,1,2240,2,15
2011-02-11,29,1,1,3200,2,79
2011-02-11,29,2,1,4800,2,69
2011-02-11,29,3,1,11190,2,66
2011-02-11,29,4,1,3200,2,54
2011-02-11,29,5,1,7990,2,3
2011-02-14,30,1,27,2240,22,9
2011-02-14,30,2,1,3200,22,7
2011-02-15,31,1,1,3200,2,65
2011-02-15,31,2,1,2340,2,71
2011-02-15,31,3,1,7460,2,82
2011-02-15,31,4,1,3200,2,50
2011-02-15,32,1,8,1250,16,19
2011-02-15,32,2,1,1960,16,45
2011-02-15,32,3,1,3730,16,53
2011-02-15,32,4,1,1570,16,34
2011-02-15,32,5,1,2340,16,71
2011-02-15,32,6,1,4800,16,69
2011-02-15,32,7,1,3200,16,28
2011-02-15,32,8,8,4260,16,12
2011-02-15,32,9,216,2130,16,75
2011-02-15,32,10,1,3200,16,7
2011-02-15,32,11,1,2770,16,76
2011-02-15,32,12,27,2660,16,80
2011-02-15,32,13,1,2450,16,44
2011-02-15,32,14,1,9060,16,56
2011-02-15,32,15,1,1080,16,91
2011-02-15,32,16,1,4260,16,60
2011-02-15,32,17,1,4800,16,26
2011-02-15,32,18,1,2240,16,15
2011-02-15,32,19,1,1750,16,46
2011-02-15,32,20,27,7460,16,82
2011-02-15,32,21,8,1840,16,73
2011-02-15,32,22,1,3730,16,85
2011-02-15,32,23,1,1950,16,16
2011-02-15,33,1,8,415,8,97
2011-02-15,33,2,1,815,8,93
2011-02-16,34,1,1,415,10,97
2011-02-16,34,2,1,10660,10,2
2011-02-16,34,3,1,1250,10,19
2011-02-16,34,4,1,2340,10,71
2011-02-16,34,5,1,705,10,94
2011-02-16,34,6,1,2700,10,41
2011-02-16,34,7,1,2060,10,72
2011-02-16,34,8,1,2660,10,30
2011-02-16,34,9,1,1350,10,90
2011-02-16,34,10,8,7990,10,47
2011-02-16,34,11,1,980,10,92
2011-02-16,34,12,1,12790,10,55
2011-02-16,34,13,1,2660,10,14
2011-02-16,34,14,1,585,10,95
2011-02-16,34,15,1,2770,10,76
2011-02-16,34,16,1,1950,10,42
2011-02-16,34,17,27,2240,10,9
2011-02-16,34,18,1,1520,10,89
2011-02-16,34,19,1,5330,10,83
2011-02-16,34,20,1,4480,10,84
2011-02-16,34,21,1,815,10,93
2011-02-16,34,22,1,1410,10,18
2011-02-16,34,23,1,3200,10,13
2011-02-16,34,24,1,480,10,96
2011-02-16,34,25,1,9060,10,56
2011-02-17,35,1,8,4260,20,12
2011-02-17,35,2,1,2130,20,77
2011-02-17,35,3,1,2880,20,86
2011-02-17,35,4,1,3730,20,74
2011-02-17,35,5,1,1030,20,36
2011-02-17,35,6,1,1350,20,90
2011-02-17,35,7,27,1410,20,18
2011-02-17,35,8,1,1750,20,46
2011-02-17,35,9,1,12790,20,1
2011-02-18,36,1,1,2130,30,75
2011-02-18,36,2,1,5860,30,24
2011-02-18,36,3,1,4500,30,39
2011-02-18,36,4,1,4800,30,69
2011-02-18,36,5,1,2880,30,86
2011-02-18,36,6,1,7990,30,47
2011-02-18,36,7,1,2060,30,72
2011-02-18,36,8,1,12250,30,81
2011-02-18,36,9,1,3200,30,79
2011-02-18,36,10,1,3200,30,54
2011-02-18,36,11,27,5330,30,63
2011-02-18,36,12,1,3730,30,27
2011-02-18,36,13,1,6390,30,68
2011-02-18,36,14,8,3730,30,74
2011-02-18,36,15,8,11190,30,66
2011-02-18,36,16,1,3730,30,85
2011-02-18,36,17,1,4800,30,26
2011-02-18,36,18,1,3730,30,53
2011-02-18,36,19,1,1620,30,78
2011-02-18,36,20,1,7460,30,57
2011-02-18,37,1,8,5330,8,83
2011-02-21,38,1,1,12790,5,1
2011-02-21,38,2,1,4500,5,39
2011-02-21,38,3,1,10660,5,2
2011-02-21,38,4,8,2660,5,14
2011-02-21,38,5,1,3730,5,53
2011-02-21,38,6,1,3200,5,54
2011-02-21,38,7,8,1030,5,36
2011-02-22,39,1,27,2880,10,70
2011-02-22,39,2,1,480,10,96
2011-02-22,39,3,1,2340,10,87
2011-02-22,39,4,1,3200,10,79
2011-02-22,39,5,1,3200,10,65
2011-02-22,39,6,1,1750,10,46
2011-02-22,39,7,1,2060,10,72
2011-02-22,39,8,1,6390,10,58
2011-02-22,39,9,1,5970,10,52
2011-02-22,39,10,1,7460,10,57
2011-02-22,39,11,1,11190,10,66
2011-02-22,39,12,1,3200,10,61
2011-02-22,39,13,1,2660,10,80
2011-02-22,39,14,1,1350,10,90
2011-02-22,39,15,1,1840,10,73
2011-02-22,39,16,1,3940,10,6
2011-02-22,39,17,1,2700,10,41
2011-02-22,39,18,1,3730,10,74
2011-02-22,39,19,27,2240,10,9
2011-02-22,39,20,1,3200,10,50
2011-02-22,39,21,1,5330,10,63
2011-02-22,39,22,1,1030,10,20
2011-02-22,39,23,1,5330,10,83
2011-02-22,39,24,1,815,10,93
2011-02-22,39,25,1,2450,10,44
2011-02-22,39,26,1,1950,10,42
2011-02-22,39,27,1,2340,10,71
2011-02-22,39,28,1,2880,10,86
2011-02-22,39,29,1,415,10,97
2011-02-22,40,1,1,1840,14,73
2011-02-22,41,1,1,2660,13,29
2011-02-22,41,2,8,3200,13,65
2011-02-22,42,1,1,2130,13,75
2011-02-22,42,2,27,585,13,95
2011-02-22,42,3,1,1950,13,42
2011-02-22,42,4,1,1350,13,90
2011-02-22,42,5,64,5330,13,25
2011-02-22,42,6,1,3200,13,7
2011-02-22,42,7,1,5860,13,24
2011-02-22,42,8,1,2240,13,15
2011-02-22,42,9,27,4260,13,5
2011-02-22,42,10,1,12790,13,1
2011-02-22,42,11,8,1680,13,17
2011-02-22,42,12,1,10660,13,2
2011-02-22,42,13,1,2060,13,72
2011-02-22,42,14,1,1410,13,18
2011-02-22,42,15,1,2700,13,41
2011-02-22,42,16,1,2340,13,71
2011-02-22,42,17,1,5970,13,52
2011-02-22,42,18,1,2450,13,44
2011-02-28,43,1,1,1410,24,18
2011-02-28,43,2,1,4480,24,84
2011-02-28,43,3,1,3200,24,65
2011-02-28,43,4,1,2880,24,70
2011-02-28,43,5,216,870,24,37
2011-02-28,43,6,1,1950,24,88
2011-02-28,43,7,343,1840,24,73
2011-02-28,43,8,1,1250,24,19
2011-02-28,43,9,1,3200,24,61
2011-02-28,43,10,1,7460,24,23
2011-02-28,43,11,8,2240,24,31
2011-02-28,43,12,1,2340,24,71
2011-02-28,43,13,1,3200,24,50
2011-02-28,44,1,1,1570,16,34
2011-02-28,44,2,1,2700,16,41
2011-02-28,44,3,1,1250,16,19
2011-02-28,44,4,1,2450,16,44
2011-02-28,44,5,1,1520,16,89
2011-02-28,44,6,1,2340,16,71
2011-02-28,44,7,1,585,16,95
2011-02-28,44,8,1,3200,16,65
2011-02-28,44,9,1,3200,16,79
2011-02-28,44,10,1,1030,16,36
2011-02-28,44,11,1,1350,16,90
2011-02-28,44,12,1,2130,16,77
2011-02-28,44,13,1,6070,16,48
2011-02-28,44,14,1,480,16,96
2011-02-28,44,15,1,1410,16,18
2011-02-28,45,1,27,3730,2,27
2011-02-28,45,2,1,5330,2,63
2011-02-28,45,3,1,4260,2,64
2011-02-28,45,4,1,3200,2,50
2011-02-28,45,5,1,3200,2,54
2011-02-28,45,6,1,9060,2,67
2011-02-28,46,1,1,2770,8,76
2011-02-28,46,2,1,3200,8,61
2011-02-28,46,3,1,7990,8,47
2011-02-28,46,4,8,3200,8,65
2011-03-03,47,1,1,2660,10,8
2011-03-03,47,2,125,3200,10,65
2011-03-03,47,3,1,3200,10,28
2011-03-03,47,4,1,815,10,21
2011-03-03,47,5,1,8200,10,51
2011-03-03,47,6,1,9060,10,67
2011-03-03,47,7,1,815,10,93
2011-03-03,47,8,1,2130,10,75
2011-03-03,47,9,1,4480,10,84
2011-03-03,47,10,1,1250,10,35
2011-03-03,47,11,1,2880,10,86
2011-03-03,47,12,1,5970,10,52
2011-03-03,47,13,27,1080,10,91
2011-03-03,48,1,1,2770,30,76
2011-03-03,48,2,1,7990,30,47
2011-03-03,48,3,1,8200,30,51
2011-03-03,48,4,1,3200,30,50
2011-03-03,48,5,1,6070,30,48
2011-03-03,48,6,1,5330,30,59
2011-03-03,48,7,1,815,30,21
2011-03-03,48,8,1,3730,30,74
2011-03-03,48,9,1,4500,30,39
2011-03-03,48,10,1,6390,30,62
2011-03-03,48,11,1,7460,30,23
2011-03-03,48,12,1,5970,30,52
2011-03-03,48,13,1,5330,30,4
2011-03-03,48,14,1,2130,30,77
2011-03-03,48,15,1,4800,30,26
2011-03-03,48,16,1,12790,30,1
2011-03-03,48,17,1,4260,30,12
2011-03-03,48,18,1,1350,30,90
2011-03-03,48,19,64,3200,30,54
2011-03-08,49,1,1,3200,11,7
2011-03-09,50,1,1,5970,10,52
2011-03-09,50,2,1,415,10,97
2011-03-10,51,1,27,3200,10,7
2011-03-10,51,2,1,480,10,96
2011-03-10,52,1,1,1750,13,46
2011-03-10,53,1,1,1250,17,19
2011-03-11,54,1,1,3200,7,65
2011-03-11,54,2,1,5860,7,11
2011-03-11,55,1,1,870,13,37
2011-03-11,55,2,1,2660,13,29
2011-03-11,55,3,1,3200,13,13
2011-03-11,55,4,1,815,13,93
2011-03-11,55,5,1,3730,13,27
2011-03-11,55,6,1,2450,13,44
2011-03-15,56,1,1,2660,11,30
2011-03-15,56,2,1,3200,11,54
2011-03-15,57,1,1,7990,17,3
2011-03-16,58,1,8,2060,20,72
2011-03-18,59,1,8,4500,17,39
2011-03-18,59,2,1,2240,17,9
2011-03-18,59,3,1,7460,17,82
2011-03-18,59,4,1,6390,17,58
2011-03-18,59,5,1,1570,17,34
2011-03-18,59,6,8,5330,17,59
2011-03-21,60,1,1,4260,9,60
2011-03-22,61,1,27,3200,5,40
2011-03-22,61,2,1,9060,5,67
2011-03-22,61,3,1,4260,5,12
2011-03-22,61,4,1,3200,5,13
2011-03-22,62,1,1,8200,5,51
2011-03-22,62,2,8,3200,5,40
2011-03-22,62,3,1,2660,5,8
2011-03-22,62,4,1,6390,5,58
2011-03-22,62,5,8,3730,5,27
2011-03-22,62,6,1,7000,5,38
2011-03-22,62,7,1,1030,5,36
2011-03-22,63,1,1,2770,25,76
2011-03-22,63,2,343,1250,25,35
2011-03-22,63,3,1,3200,25,13
2011-03-22,63,4,1,2450,25,44
2011-03-22,63,5,8,12790,25,1
2011-03-22,63,6,1,3200,25,79
2011-03-22,63,7,1,1840,25,32
2011-03-22,63,8,1,1950,25,16
2011-03-22,63,9,1,5860,25,24
2011-03-22,63,10,64,2240,25,15
2011-03-22,63,11,1,2660,25,29
2011-03-22,63,12,27,1960,25,45
2011-03-22,63,13,1,7460,25,23
2011-03-22,63,14,8,1520,25,89
2011-03-22,63,15,1,4800,25,26
2011-03-22,63,16,1,1030,25,20
2011-03-22,63,17,1,2240,25,9
2011-03-22,63,18,1,2880,25,70
2011-03-22,63,19,1,5330,25,4
2011-03-22,63,20,1,3500,25,43
2011-03-22,63,21,1,3940,25,6
2011-03-22,63,22,1,7000,25,38
2011-03-22,63,23,1,1030,25,36
2011-03-22,63,24,1,870,25,37
2011-03-22,63,25,1,10660,25,2
2011-03-22,63,26,1,4260,25,5
2011-03-23,64,1,1,1840,15,32
2011-03-23,64,2,1,1520,15,89
2011-03-23,64,3,1,1960,15,45
2011-03-23,64,4,1,4480,15,84
2011-03-23,64,5,8,2240,15,15
2011-03-23,64,6,1,1350,15,90
2011-03-23,64,7,1,585,15,95
2011-03-23,64,8,1,3500,15,43
2011-03-23,65,1,1,7460,28,23
2011-03-23,65,2,8,3200,28,61
2011-03-23,65,3,1,4800,28,26
2011-03-23,66,1,8,1620,6,78
2011-03-23,66,2,1,6070,6,48
2011-03-24,67,1,8,1250,10,19
2011-03-24,67,2,1,1080,10,91
2011-03-24,67,3,1,2130,10,75
2011-03-25,68,1,1,7460,16,82
2011-03-25,68,2,1,2130,16,75
2011-03-25,68,3,1,2240,16,15
2011-03-28,69,1,1,1840,19,10
2011-03-28,70,1,1,3730,1,74
2011-03-28,70,2,1,2060,1,72
2011-03-28,70,3,1,3730,1,27
2011-03-28,70,4,343,5330,1,59
2011-03-28,70,5,1,1080,1,91
2011-03-28,70,6,1,815,1,93
2011-03-28,70,7,1,4260,1,60
2011-03-28,70,8,1,6390,1,62
2011-03-28,70,9,1,5330,1,83
2011-03-31,71,1,1,980,8,92
2011-03-31,71,2,343,8200,8,51
2011-03-31,71,3,1,1840,8,73
2011-04-01,72,1,1,5330,1,4
2011-04-01,72,2,1,4500,1,39
2011-04-05,73,1,1,585,9,95
2011-04-05,73,2,27,2660,9,29
2011-04-05,73,3,1,3200,9,40
2011-04-05,73,4,1,2770,9,76
2011-04-05,73,5,512,1030,9,20
2011-04-05,73,6,1,2340,9,71
2011-04-05,74,1,1,4260,28,60
2011-04-05,74,2,1,1950,28,42
2011-04-05,74,3,1,4800,28,26
2011-04-05,74,4,1,9060,28,67
2011-04-05,74,5,1,5330,28,83
2011-04-05,74,6,1,3200,28,28
2011-04-05,74,7,343,4500,28,39
2011-04-05,74,8,1,3730,28,85
2011-04-05,74,9,1,3200,28,61
2011-04-05,74,10,1,3200,28,65
2011-04-05,74,11,1,5330,28,59
2011-04-05,74,12,1,1680,28,17
2011-04-05,74,13,1,6390,28,68
2011-04-05,74,14,1,12790,28,55
2011-04-05,74,15,1,3730,28,27
2011-04-05,74,16,1,1410,28,18
2011-04-05,74,17,1,7990,28,3
2011-04-05,74,18,1,5860,28,11
2011-04-05,74,19,1,3200,28,7
2011-04-05,74,20,1,5330,28,25
2011-04-05,74,21,1,2450,28,44
2011-04-05,74,22,1,2660,28,14
2011-04-05,74,23,27,3200,28,54
2011-04-05,74,24,1,3500,28,43
2011-04-05,74,25,1,5860,28,24
2011-04-05,74,26,1,2240,28,31
2011-04-05,74,27,1,2660,28,30
2011-04-06,75,1,64,3940,5,6
2011-04-06,75,2,1,3200,5,13
2011-04-06,75,3,1,3200,5,61
2011-04-06,75,4,1,5860,5,24
2011-04-06,75,5,1,3200,5,7
2011-04-06,75,6,1,10660,5,2
2011-04-06,75,7,1,1410,5,18
2011-04-06,75,8,1,5330,5,63
2011-04-06,76,1,27,7460,8,82
2011-04-06,76,2,1,2240,8,15
2011-04-06,76,3,1,2880,8,70
2011-04-06,76,4,1,2340,8,87
2011-04-06,76,5,1,12790,8,55
2011-04-06,76,6,1,3200,8,7
2011-04-06,76,7,8,2060,8,72
2011-04-06,77,1,1,2060,10,72
2011-04-06,77,2,1,2240,10,31
2011-04-06,77,3,1,1030,10,20
2011-04-06,77,4,1,2130,10,33
2011-04-06,77,5,8,2660,10,30
2011-04-06,77,6,8,2130,10,75
2011-04-06,77,7,1,2700,10,41
2011-04-06,77,8,1,1950,10,42
2011-04-06,77,9,1,5330,10,83
2011-04-06,77,10,8,2880,10,70
2011-04-06,77,11,8,2240,10,9
2011-04-06,77,12,8,7460,10,23
2011-04-06,77,13,1,1080,10,91
2011-04-06,77,14,1,1520,10,89
2011-04-06,77,15,1,415,10,97
2011-04-06,77,16,1,2130,10,77
2011-04-06,77,17,1,6070,10,48
2011-04-07,78,1,8,2660,8,14
2011-04-07,78,2,1,1840,8,10
2011-04-07,78,3,64,3730,8,53
2011-04-07,78,4,1,2240,8,15
2011-04-07,78,5,8,1030,8,20
2011-04-07,78,6,1,815,8,93
2011-04-07,78,7,1,3200,8,50
2011-04-07,78,8,1,980,8,92
2011-04-07,78,9,1,3200,8,79
2011-04-07,78,10,8,415,8,97
2011-04-07,78,11,1,870,8,37
2011-04-07,78,12,1,7990,8,47
2011-04-07,79,1,8,1080,22,91
2011-04-07,79,2,8,1680,22,17
2011-04-07,79,3,1,5330,22,4
2011-04-07,79,4,8,12790,22,1
2011-04-07,79,5,1,4800,22,26
2011-04-07,79,6,1,1250,22,19
2011-04-07,79,7,27,2240,22,31
2011-04-07,79,8,1,9590,22,22
2011-04-07,79,9,1,2660,22,80
2011-04-07,79,10,1,10660,22,2
2011-04-07,79,11,1,1570,22,34
2011-04-07,79,12,1,2450,22,44
2011-04-07,79,13,1,2660,22,30
2011-04-07,79,14,1,3200,22,65
2011-04-07,79,15,1,1250,22,35
2011-04-07,79,16,1,7000,22,38
2011-04-08,80,1,1,1680,21,17
2011-04-11,81,1,1,7000,17,38
2011-04-11,81,2,1,3730,17,74
2011-04-11,81,3,1,6390,17,62
2011-04-11,81,4,1,3200,17,13
2011-04-12,82,1,1,1840,11,10
2011-04-12,82,2,8,2660,11,29
2011-04-12,82,3,1,3200,11,40
2011-04-12,82,4,8,1250,11,35
2011-04-12,82,5,1,2240,11,31
2011-04-12,82,6,64,9060,11,56
2011-04-12,83,1,1,2130,11,77
2011-04-12,83,2,1,1080,11,91
2011-04-12,83,3,1,1950,11,88
2011-04-12,83,4,1,7000,11,38
2011-04-12,83,5,27,1030,11,36
2011-04-12,83,6,8,1410,11,18
2011-04-12,83,7,1,1960,11,45
2011-04-12,83,8,1,1950,11,16
2011-04-12,83,9,1,7990,11,47
2011-04-12,83,10,1,8200,11,51
2011-04-12,83,11,1,2130,11,33
2011-04-12,83,12,1,1520,11,89
2011-04-12,83,13,1,11190,11,66
2011-04-12,83,14,1,12250,11,81
2011-04-12,83,15,1,2660,11,8
2011-04-12,83,16,8,815,11,93
2011-04-12,83,17,1,1570,11,34
2011-04-12,83,18,1,2880,11,86
2011-04-12,83,19,1,5330,11,59
2011-04-12,83,20,1,5970,11,52
2011-04-12,83,21,8,2770,11,76
2011-04-12,83,22,1,5330,11,83
2011-04-12,84,1,1,6390,27,62
2011-04-12,84,2,8,1680,27,17
2011-04-12,84,3,1,7990,27,47
2011-04-12,84,4,1,4260,27,60
2011-04-12,84,5,1,2240,27,9
2011-04-12,84,6,1,1950,27,42
2011-04-12,84,7,1,1840,27,10
2011-04-12,84,8,1,2660,27,8
2011-04-12,84,9,1,1750,27,46
2011-04-12,84,10,1,2340,27,71
2011-04-12,84,11,1,3200,27,28
2011-04-12,84,12,1,12790,27,1
2011-04-12,84,13,1,7460,27,23
2011-04-12,84,14,8,5330,27,83
2011-04-12,84,15,1,2660,27,14
2011-04-12,84,16,8,705,27,94
2011-04-12,84,17,1,815,27,93
2011-04-12,84,18,1,1950,27,16
2011-04-12,84,19,1,2660,27,29
2011-04-12,84,20,1,1250,27,19
2011-04-12,84,21,1,1350,27,90
2011-04-12,84,22,1,870,27,37
2011-04-12,84,23,1,585,27,95
2011-04-12,84,24,1,4800,27,69
2011-04-12,84,25,1,3200,27,54
2011-04-12,84,26,8,4480,27,84
2011-04-12,84,27,1,6390,27,58
2011-04-12,84,28,1,4260,27,5
2011-04-12,85,1,1,5330,10,59
2011-04-13,86,1,8,3200,21,54
2011-04-13,86,2,1,1030,21,36
2011-04-13,86,3,1,2770,21,76
2011-04-13,86,4,1,2660,21,29
2011-04-13,86,5,1,815,21,21
2011-04-13,86,6,1,2660,21,80
2011-04-13,87,1,1,2660,16,14
2011-04-13,87,2,1,2660,16,80
2011-04-13,87,3,1,1620,16,78
2011-04-13,87,4,216,3940,16,6
2011-04-13,87,5,1,3200,16,65
2011-04-13,87,6,1,1350,16,90
2011-04-13,87,7,1,2240,16,9
2011-04-13,87,8,8,2240,16,31
2011-04-13,87,9,1,9060,16,67
2011-04-13,87,10,1,1250,16,35
2011-04-13,87,11,1,980,16,92
2011-04-13,88,1,1,2660,13,14
2011-04-14,89,1,1,3200,10,79
2011-04-14,89,2,1,1410,10,18
2011-04-14,90,1,1,3730,10,85
2011-04-14,90,2,8,1250,10,19
2011-04-14,90,3,8,415,10,97
2011-04-14,90,4,1,2130,10,33
2011-04-14,90,5,1,2770,10,76
2011-04-14,90,6,1,4800,10,69
2011-04-14,90,7,1,705,10,94
2011-04-14,90,8,1,815,10,93
2011-04-14,90,9,8,3200,10,7
2011-04-14,90,10,1,5330,10,59
2011-04-14,90,11,1,11190,10,66
2011-04-14,91,1,1,1030,22,20
2011-04-14,91,2,1,2660,22,14
2011-04-14,91,3,1,3200,22,7
2011-04-14,91,4,1,3940,22,6
2011-04-14,91,5,1,3200,22,65
2011-04-14,91,6,1,3200,22,28
2011-04-14,91,7,1,3730,22,74
2011-04-14,91,8,1,2130,22,33
2011-04-14,91,9,27,1750,22,46
2011-04-14,91,10,1,12790,22,1
2011-04-14,91,11,1,12790,22,55
2011-04-14,91,12,216,3200,22,13
2011-04-14,91,13,1,3500,22,43
2011-04-14,91,14,1,2700,22,41
2011-04-14,91,15,1,1840,22,10
2011-04-14,91,16,1,4480,22,84
2011-04-14,91,17,1,1410,22,18
2011-04-14,91,18,1,3200,22,79
2011-04-14,91,19,8,4500,22,39
2011-04-14,91,20,216,870,22,37
2011-04-14,91,21,1,2240,22,31
2011-04-14,92,1,1,3730,30,74
2011-04-14,93,1,1,5860,6,24
2011-04-14,93,2,1,4260,6,5
2011-04-15,94,1,8,2240,8,9
2011-04-15,94,2,1,3730,8,85
2011-04-15,94,3,1,12250,8,81
2011-04-18,95,1,8,1080,8,91
